bhk,price,total_sqft,location,price_per_sqft
2.0,18.0,700.0,"Indira Nagar, Nashik, Maharashtra",257.14285714285717
1.0,18.0,875.0,"Rajiv Nagar, Indira Nagar, Nashik, Maharashtra",205.71428571428572
2.0,22.0,815.0,"Jayhind Colony Road, Cidco, Nashik, Maharashtra, 422010",269.93865030674846
1.0,12.0,550.0,"Mhasrul Gaon, Mhasrul, Nashik, Maharashtra",218.1818181818182
1.0,16.0,710.0,"Shivaji Nagar, Satpur, Nashik, Maharashtra",225.35211267605635
1.0,12.0,500.0,"Kala Nagar, Indira Nagar, Nashik, Maharashtra",240.0
1.0,14.0,700.0,"Nashik Road, Nashik, Maharashtra",200.0
2.0,17.0,850.0,"Ashwin Nagar, Cidco, Nashik, Maharashtra",200.0
2.0,28.0,700.0,"Vijaynagar, Deola, Nashik, Maharashtra",400.0
2.0,27.0,750.0,"Indira Nagar, Nashik, Maharashtra",360.0
2.0,22.0,750.0,"Dwarka, Nashik, Maharashtra",293.3333333333333
1.0,22.0,750.0,Sai Samarth,293.3333333333333
1.0,35.0,650.0,"Jejurkar Wadi, Sharanpur, Nashik, Maharashtra",538.4615384615385
2.0,32.0,660.0,"Chetana Nagar, Indira Nagar, Nashik, Maharashtra",484.8484848484849
3.0,70.0,1350.0,"Gangapur, Nashik, Maharashtra",518.5185185185185
2.0,24.5,840.0,"Nashik, Maharashtra",291.6666666666667
1.0,19.0,700.0,Pooja Park,271.42857142857144
3.0,50.0,1250.0,Bankar Heights,400.0
1.0,18.0,630.0,Saptshrungi Apartment,285.7142857142857
1.0,42.0,790.0,"Pandit Colony, Sharanpur, Nashik, Maharashtra",531.6455696202531
1.0,24.0,560.0,"Renuka Nagar, Nashik, Maharashtra",428.57142857142856
2.0,21.0,900.0,"Damodar Nagar, Pathardi Phata, Nashik, Maharashtra",233.33333333333334
1.0,22.0,835.0,Raman Apartment,263.47305389221555
2.0,30.0,925.0,"Damodar Nagar, Pathardi Phata, Nashik, Maharashtra",324.3243243243243
1.0,12.0,535.0,"Mangal Murti Nagar, Dasak, Nashik, Maharashtra",224.29906542056074
2.0,45.0,710.0,"New Pandit Colony Road, Sharanpur, Nashik, Maharashtra, 422002",633.8028169014085
2.0,45.0,710.0,Thakker Treasure D,633.8028169014085
3.0,55.0,1100.0,Park,500.0
2.0,48.0,1095.0,Komal Apartment,438.35616438356163
2.0,24.81,800.0,Rajpal Complex,310.125
2.0,26.0,765.0,Shree Renuka,339.8692810457516
2.0,24.81,800.0,Rajpal Complex,310.125
1.0,25.0,703.0,Siddhivinayak Colony,355.6187766714082
1.0,20.0,550.0,"Gole Colony, Gangapur Road, Nashik, Maharashtra",363.6363636363636
2.0,20.0,1000.0,"Damodar Nagar, Pathardi Phata, Nashik, Maharashtra",200.0
2.0,45.0,1150.0,"Holaram Colony, Sharanpur, Nashik, Maharashtra",391.30434782608694
2.0,20.0,1000.0,"Shivaji Nagar, Satpur, Nashik, Maharashtra",200.0
3.0,52.0,1250.0,"Nashik Road, Nashik, Maharashtra",416.0
1.0,12.5,585.0,"Ayodhya Nagar, Upnagar, Nashik, Maharashtra",213.67521367521368
1.0,20.0,640.0,"Kala Nagar, Indira Nagar, Nashik, Maharashtra",312.5
2.0,20.0,630.0,"Chetana Nagar, Indira Nagar, Nashik, Maharashtra",317.46031746031747
2.0,35.0,900.0,"Pramod Nagar, Gangapur Road, Nashik, Maharashtra",388.8888888888889
1.0,12.5,585.0,"Ayodhya Nagar, Upnagar, Nashik, Maharashtra",213.67521367521368
2.0,36.0,1000.0,"Kalpataru Nagar, Wadala, Nashik, Maharashtra",360.0
1.0,16.0,640.0,"Nashik Road, Nashik, Maharashtra",250.0
1.0,13.5,460.0,"Amrutdham, Panchavati, Nashik, Maharashtra",293.4782608695652
2.0,33.0,1270.0,Royal Park,259.84251968503935
3.0,70.0,1400.0,Gurupushpa,500.0
3.0,69.0,1360.0,"Gangapur, Nashik, Maharashtra",507.3529411764706
4.0,51.0,1380.0,"Makhmalabad, Makhamalabad, Nashik, Maharashtra",369.5652173913044
3.0,65.0,1600.0,"Balawant Nagar, Anandvalli, Nashik, Maharashtra",406.25
2.0,36.0,1075.0,"Govind Nagar, Nashik, Maharashtra",334.8837209302326
2.0,47.0,1140.0,"Govind Nagar, Nashik, Maharashtra",412.280701754386
1.0,12.0,580.0,"Nashik Road, Nashik, Maharashtra",206.89655172413794
2.0,47.0,1140.0,"Govind Nagar, Nashik, Maharashtra",412.280701754386
2.0,47.0,1140.0,"Govind Nagar, Nashik, Maharashtra",412.280701754386
1.0,30.0,850.0,"Rajiv Nagar, Indira Nagar, Nashik, Maharashtra",352.94117647058823
2.0,40.0,990.0,Ganesh,404.04040404040404
1.0,19.0,700.0,"Chetana Nagar, Indira Nagar, Nashik, Maharashtra",271.42857142857144
1.0,13.0,528.0,"College Road, Nashik, Maharashtra, 422005",246.21212121212122
2.0,31.0,1000.0,"State Bank Colony, Indira Nagar, Nashik, Maharashtra",310.0
2.0,20.0,1000.0,"Cidco Nashik, Cidco, Nashik, Maharashtra",200.0
2.0,48.0,1100.0,"Govind Nagar, Nashik, Maharashtra",436.3636363636364
2.0,45.0,1100.0,"Kala Nagar, Indira Nagar, Nashik, Maharashtra",409.09090909090907
2.0,25.0,750.0,Panchvati Apartment,333.3333333333333
2.0,15.0,710.0,"Ashwamegh Nagar, Makhamalabad, Nashik, Maharashtra",211.26760563380282
1.0,12.75,497.0,"Makhmalabad, Makhamalabad, Nashik, Maharashtra",256.53923541247485
1.0,18.0,750.0,Kanchwala Park,240.0
2.0,35.38,976.0,Ganesh,362.5
1.0,22.5,690.0,"Nashik Road, Nashik, Maharashtra",326.0869565217391
1.0,22.0,625.0,"Shivaji Nagar, Satpur, Nashik, Maharashtra",352.0
3.0,48.0,1316.0,"Kala Nagar, Indira Nagar, Nashik, Maharashtra",364.741641337386
2.0,28.0,950.0,"Rajiv Nagar, Indira Nagar, Nashik, Maharashtra",294.7368421052632
3.0,52.0,1434.0,"Kala Nagar, Indira Nagar, Nashik, Maharashtra",362.6220362622036
3.0,52.0,1434.0,"Kala Nagar, Indira Nagar, Nashik, Maharashtra",362.6220362622036
1.0,15.0,580.0,"Shivaji Nagar, Satpur, Nashik, Maharashtra",258.62068965517244
3.0,65.0,1700.0,"Balawant Nagar, Anandvalli, Nashik, Maharashtra",382.3529411764706
3.0,49.0,1490.0,Ganesh Row Houses,328.8590604026846
2.0,6.09,520.0,Renuka Apartment,117.11538461538461
2.0,18.53,945.0,Samraat Dream Citi,196.08465608465607
3.0,24.88,1160.0,Samraat Dream Citi,214.48275862068965
1.0,6.8,520.0,Renuka Apartment,130.76923076923077
3.0,22.24,1145.0,Samraat Dream Citi,194.23580786026199
2.0,23.83,1020.0,"Wadala, Nashik, Maharashtra",233.62745098039213
2.0,14.83,980.0,"Ayodhya Nagar, Upnagar, Nashik, Maharashtra",151.3265306122449
2.0,23.83,960.0,"Kalpataru Nagar, Wadala, Nashik, Maharashtra",248.22916666666663
2.0,33.36,1310.0,"Kalpataru Nagar, Wadala, Nashik, Maharashtra",254.65648854961833
2.0,19.59,1000.0,Samraat Dream Citi,195.9
2.0,19.86,1050.0,Samraat Dream Citi,189.14285714285714
1.0,18.8,725.0,G. D. Somani Garden,259.3103448275862
1.0,8.21,595.0,"Makhmalabad, Makhamalabad, Nashik, Maharashtra",137.98319327731096
2.0,24.36,1250.0,"Nashik, Maharashtra",194.88
2.0,15.09,1350.0,Siddheshwar Apartment,111.77777777777777
1.0,8.47,575.0,"Nashik Road, Vadner Dumala, Nashik, Maharashtra, 422401",147.30434782608697
2.0,21.18,850.0,"Parijat Nagar, Nashik, Maharashtra",249.1764705882353
2.0,15.09,917.0,"Nashik, Maharashtra",164.55834242093783
2.0,14.83,950.0,Kishor Nagar,156.10526315789474
2.0,25.42,977.0,Ganesh,260.1842374616172
1.0,8.47,600.0,"Mhasrul Gaon, Mhasrul, Nashik, Maharashtra",141.16666666666666
2.0,14.3,840.0,"Chetana Nagar, Indira Nagar, Nashik, Maharashtra",170.23809523809524
2.0,14.83,800.0,"Deepali Nagar, Indira Nagar, Nashik, Maharashtra",185.375
4.0,49.65,1820.0,Kishor Nagar,272.8021978021978
2.0,18.53,840.0,"Panchavati, Nashik, Maharashtra",220.5952380952381
2.0,13.77,823.0,"Damodar Nagar, Pathardi Phata, Nashik, Maharashtra",167.31470230862698
1.0,11.12,600.0,"Kathe Mala Colony, Dwarka, Nashik, Maharashtra",185.33333333333331
1.0,9.38,670.0,Satya Vijay,140.00000000000003
1.0,7.41,1007.0,"Niphad, Nashik, Maharashtra",73.58490566037736
2.0,13.24,940.0,"Damodar Nagar, Pathardi Phata, Nashik, Maharashtra",140.85106382978722
3.0,34.42,1170.0,"Ramwadi-Kaushalya Nagar, Panchavati, Nashik, Maharashtra",294.1880341880342
3.0,31.77,1305.0,"Balawant Nagar, Anandvalli, Nashik, Maharashtra",243.44827586206895
2.0,21.18,1000.0,"Indira Nagar, Nashik, Maharashtra",211.8
2.0,18.53,840.0,"Panchavati, Nashik, Maharashtra",220.5952380952381
3.0,24.36,1400.0,Kishor Nagar,174.0
1.0,14.3,700.0,Adiya Kunj,204.28571428571428
2.0,21.18,960.0,"Kala Nagar, Indira Nagar, Nashik, Maharashtra",220.625
2.0,23.83,750.0,"Gole Colony, Gangapur Road, Nashik, Maharashtra",317.7333333333333
1.0,7.94,521.0,"Ramwadi-Kranti Nagar, Panchavati, Nashik, Maharashtra",152.3992322456814
2.0,15.89,950.0,"Rajiv Nagar-Vaibhav Colony, Indira Nagar, Nashik, Maharashtra",167.26315789473685
2.0,18.53,1100.0,"Gandharva Nagri, Sane Guruji Nagar, Nashik, Maharashtra",168.45454545454547
2.0,23.83,956.0,"Dnyaneshwar Nagar, Pathardi Phata, Nashik, Maharashtra",249.2677824267782
2.0,15.89,1000.0,"Ayodhya Nagar, Upnagar, Nashik, Maharashtra",158.9
1.0,12.71,800.0,"Goraksha Nagar, Mhasrul, Nashik, Maharashtra",158.87500000000003
1.0,9.38,715.0,"Lokasahakar Nagar, Gangapur Road, Nashik, Maharashtra",131.1888111888112
3.0,29.13,1250.0,"Nashik Road, Nashik, Maharashtra",233.04
2.0,18.0,1200.0,"Nashik Road, Nashik, Maharashtra",150.0
3.0,29.13,1370.0,"Nashik Road, Nashik, Maharashtra",212.62773722627736
2.0,14.04,980.0,"Jail Road, Dasak, Nashik, Maharashtra, 422006",143.26530612244898
2.0,15.89,900.0,"Dwarka, Nashik, Maharashtra",176.55555555555554
2.0,19.33,1080.0,"Indira Nagar, Nashik, Maharashtra",178.98148148148147
1.0,9.8,700.0,Satyadarshan Apartment,140.0
1.0,16.95,589.0,"Niphad, Nashik, Maharashtra",287.77589134125634
4.0,23.83,4500.0,"Niphad, Nashik, Maharashtra",52.95555555555555
2.0,38.72,922.0,"Niphad, Nashik, Maharashtra",419.9566160520607
1.0,26.48,657.0,"Niphad, Nashik, Maharashtra",403.0441400304414
2.0,29.66,809.0,"Niphad, Nashik, Maharashtra",366.6254635352287
2.0,15.89,875.0,"Gandhi Nagar Airport Area, Gandhi Nagar, Nashik, Maharashtra",181.6
1.0,7.58,651.0,"Niphad, Nashik, Maharashtra",116.43625192012288
1.0,7.68,800.0,"Niphad, Nashik, Maharashtra",96.0
1.0,7.58,658.0,"Niphad, Nashik, Maharashtra",115.19756838905775
1.0,7.68,506.0,"Niphad, Nashik, Maharashtra",151.77865612648222
1.0,7.41,1000.0,"Niphad, Nashik, Maharashtra",74.1
3.0,29.66,1545.0,"Indira Nagar, Nashik, Maharashtra",191.97411003236246
2.0,21.71,1040.0,"Tidke Nagar, Untwadi, Nashik, Maharashtra",208.75
1.0,12.18,750.0,"Shikerwadi, Nashik, Maharashtra",162.4
2.0,20.65,1000.0,"Nashik Road, Nashik, Maharashtra",206.5
1.0,12.71,730.0,"Nashik Road, Nashik, Maharashtra",174.10958904109592
1.0,11.65,645.0,Datta Mandir,180.6201550387597
4.0,29.13,1294.0,"Gandharva Nagri, Sane Guruji Nagar, Nashik, Maharashtra",225.11591962905717
2.0,29.13,1350.0,"Govind Nagar, Nashik, Maharashtra",215.77777777777777
1.0,12.71,650.0,"Gaikwad Nagar, Tidke Colony, Nashik, Maharashtra",195.53846153846155
2.0,16.95,980.0,"Tagor Nagar, Nashik, Maharashtra",172.9591836734694
2.0,17.37,900.0,"Renuka Nagar, Nashik, Maharashtra",193.0
3.0,39.72,1800.0,"Gangapur, Nashik, Maharashtra",220.66666666666666
2.0,16.95,980.0,"Indira Nagar, Nashik, Maharashtra",172.9591836734694
2.0,15.79,955.0,"Nashik Road, Nashik, Maharashtra",165.34031413612564
2.0,15.36,1020.0,"Pinto Colony, Dasak, Nashik, Maharashtra",150.58823529411765
1.0,8.47,534.0,"Dwarka, Nashik, Maharashtra",158.61423220973782
3.0,30.45,1325.0,"Dawkhar Wadi, Devlali, Nashik, Maharashtra",229.81132075471697
2.0,16.95,980.0,"Laxman Nagar, Panchavati, Nashik, Maharashtra",172.9591836734694
2.0,14.04,760.0,"Nashik Road, Nashik, Maharashtra",184.73684210526315
2.0,15.1,1050.0,"Nashik Road, Nashik, Maharashtra",143.8095238095238
2.0,15.1,1050.0,"Nashik Road, Nashik, Maharashtra",143.8095238095238
2.0,20.12,1100.0,"Adhav Nagar, Dasak, Nashik, Maharashtra",182.9090909090909
2.0,20.12,1100.0,"Adhav Nagar, Dasak, Nashik, Maharashtra",182.9090909090909
2.0,20.17,860.0,"Nashik Road, Nashik, Maharashtra",234.53488372093025
2.0,13.33,980.0,"Nashik Road, Nashik, Maharashtra",136.0204081632653
2.0,13.35,800.0,"Nashik Road, Nashik, Maharashtra",166.875
2.0,14.3,850.0,"Laxman Nagar, Panchavati, Nashik, Maharashtra",168.23529411764707
2.0,16.95,1050.0,"Anand Nagar, Devlali, Nashik, Maharashtra",161.42857142857142
2.0,21.18,562.0,"Anand Vihar Colony, Veer Savarkar Nagar, Nashik, Maharashtra",376.8683274021352
3.0,17.48,1800.0,"Gandhi Nagar Airport Area, Gandhi Nagar, Nashik, Maharashtra",97.11111111111111
2.0,19.06,890.0,"Jagtap Nagar Road, Cidco, Nashik, Maharashtra, 422008",214.1573033707865
3.0,25.42,1160.0,Samraat Dream Citi,219.1379310344828
2.0,18.53,871.0,"Ashoka Marg, Wadala, Nashik, Maharashtra, 422006",212.74397244546498
2.0,22.24,850.0,"College Road, Nashik, Maharashtra",261.6470588235294
2.0,31.77,1300.0,"Chandak Circle, Tidke Colony, Nashik, Maharashtra, 422002",244.3846153846154
3.0,28.6,1200.0,"Pandav Nagari, Indira Nagar, Nashik, Maharashtra",238.33333333333334
3.0,29.13,1350.0,Dream Avenue,215.77777777777777
3.0,29.13,1269.0,"Ashok Nagar, Satpur, Nashik, Maharashtra",229.55082742316785
3.0,26.48,1130.0,Samraat Dream Citi,234.3362831858407
2.0,16.95,900.0,"Samta Nagar, Satpur, Nashik, Maharashtra",188.33333333333334
2.0,25.42,1200.0,"Gangapur, Nashik, Maharashtra",211.83333333333337
3.0,34.42,1500.0,"Kathe Mala Colony, Dwarka, Nashik, Maharashtra",229.46666666666667
2.0,25.42,1350.0,"Nashik Road, Vadner Dumala, Nashik, Maharashtra, 422401",188.2962962962963
2.0,21.18,1080.0,"Damodar Nagar, Pathardi Phata, Nashik, Maharashtra",196.11111111111111
2.0,15.89,865.0,"Patil Garden, Indira Nagar, Nashik, Maharashtra",183.69942196531792
3.0,26.22,1390.0,"Vrindavan Nagar, Cidco, Nashik, Maharashtra",188.63309352517985
1.0,8.47,700.0,Kishor Nagar,121.0
2.0,22.24,800.0,"Serene Meadows, Anandvalli, Nashik, Maharashtra",277.99999999999994
2.0,23.83,900.0,"Midc Ambad Nashik, Ambad, Nashik, Maharashtra",264.77777777777777
1.0,12.71,600.0,"Mangal Murti Nagar, Dasak, Nashik, Maharashtra",211.83333333333337
1.0,15.89,800.0,"Prashant Nagar, Pathardi Phata, Nashik, Maharashtra",198.625
2.0,21.98,970.0,Gayakhe Colony,226.5979381443299
1.0,10.06,625.0,"Pandav Nagari, Indira Nagar, Nashik, Maharashtra",160.96
3.0,42.2,2150.0,"Mahatma Nagar Road, Anandvalli, Nashik, Maharashtra, 422013",196.27906976744185
2.0,14.83,900.0,"Ashoka Marg, Wadala, Nashik, Maharashtra, 422006",164.77777777777777
1.0,9.0,600.0,"Rajiv Nagar-Kishor Nagar, Indira Nagar, Nashik, Maharashtra",150.0
3.0,26.48,1230.0,Samraat Dream Citi,215.28455284552845
3.0,29.13,1250.0,Gayakhe Colony,233.04
2.0,15.89,702.0,"Gole Colony, Gangapur Road, Nashik, Maharashtra",226.35327635327636
3.0,39.72,1300.0,"Anand Vihar Colony, Veer Savarkar Nagar, Nashik, Maharashtra",305.53846153846155
2.0,22.24,850.0,"College Road, Nashik, Maharashtra",261.6470588235294
2.0,20.65,1350.0,"Gandhi Nagar Airport Area, Gandhi Nagar, Nashik, Maharashtra",152.96296296296296
2.0,39.72,1350.0,"College Road, Nashik, Maharashtra",294.22222222222223
2.0,31.77,1080.0,"Astavinayak Colony, Veer Savarkar Nagar, Nashik, Maharashtra",294.1666666666667
2.0,29.13,1190.0,"Trimbak, Trimbakeshwar, Nashik, Maharashtra",244.78991596638656
2.0,23.83,1250.0,"Mahatmanagar, Parijat Nagar, Nashik, Maharashtra",190.64
3.0,32.83,1800.0,"Jejurkar Wadi, Sharanpur, Nashik, Maharashtra",182.38888888888889
2.0,15.89,1050.0,"Indira Nagar, Nashik, Maharashtra",151.33333333333334
1.0,12.18,750.0,Vedant Apartment,162.4
1.0,9.8,700.0,"Chetana Nagar, Indira Nagar, Nashik, Maharashtra",140.0
2.0,29.13,1100.0,"Trimbak, Trimbakeshwar, Nashik, Maharashtra",264.8181818181818
2.0,23.83,1250.0,"Mahatmanagar, Parijat Nagar, Nashik, Maharashtra",190.64
3.0,20.12,1300.0,"Bhagwant Nagar, Dr Homi Bhabha Nagar, Nashik, Maharashtra",154.76923076923077
2.0,20.12,1081.0,"Vrindavan Nagar, Cidco, Nashik, Maharashtra",186.12395929694728
2.0,22.24,800.0,"Serene Meadows, Anandvalli, Nashik, Maharashtra",277.99999999999994
2.0,27.01,1200.0,"Govind Nagar, Nashik, Maharashtra",225.08333333333334
2.0,23.83,1240.0,"Astavinayak Colony, Veer Savarkar Nagar, Nashik, Maharashtra",192.1774193548387
3.0,27.54,1300.0,"Govind Nagar, Nashik, Maharashtra",211.84615384615384
3.0,67.02,2116.0,"College Road, Nashik, Maharashtra",316.7296786389414
2.0,12.18,750.0,"Deepali Nagar, Indira Nagar, Nashik, Maharashtra",162.4
3.0,39.72,1918.0,"Kala Nagar, Indira Nagar, Nashik, Maharashtra",207.0907194994786
3.0,31.77,1572.0,"Balawant Nagar, Anandvalli, Nashik, Maharashtra",202.09923664122138
3.0,34.42,1400.0,Bapu Apartment,245.85714285714286
3.0,34.53,1394.0,Jaipur House,247.70444763271163
3.0,32.36,1250.0,"Parijat Nagar, Nashik, Maharashtra",258.88
2.0,18.0,1100.0,"Gangapur, Nashik, Maharashtra",163.63636363636363
3.0,35.48,1800.0,"Shankar Nagar, Veer Savarkar Nagar, Nashik, Maharashtra",197.1111111111111
3.0,55.11,1800.0,"Gangapur Road, Anandvalli, Nashik, Maharashtra, 422013",306.1666666666667
2.0,25.42,1075.0,Sahaj House,236.4651162790698
1.0,15.42,545.0,"College Road, Nashik, Maharashtra",282.9357798165138
3.0,27.54,1100.0,"Gangapur, Nashik, Maharashtra",250.36363636363637
3.0,46.17,1700.0,"Gangapur, Nashik, Maharashtra",271.5882352941176
3.0,27.06,1250.0,Shree Row House,216.48
1.0,9.53,640.0,"Wadala, Nashik, Maharashtra",148.90625
2.0,18.53,900.0,"Kamod Nagar, Indira Nagar, Nashik, Maharashtra",205.88888888888889
1.0,14.3,620.0,Kishor Nagar,230.6451612903226
1.0,15.89,700.0,"Tidke Nagar, Untwadi, Nashik, Maharashtra",227.0
2.0,25.95,1078.0,"Vivekanand Nagar, Anandvalli, Nashik, Maharashtra",240.72356215213358
3.0,54.61,2100.0,"Astavinayak Colony, Veer Savarkar Nagar, Nashik, Maharashtra",260.04761904761904
2.0,19.59,850.0,Panchavati Hospital,230.47058823529412
2.0,19.06,985.0,Hari Om Residency,193.502538071066
2.0,27.01,1400.0,Shree Shraddha,192.92857142857142
2.0,19.06,945.0,Samraat Dream Citi,201.6931216931217
3.0,22.24,1250.0,"Dwarka, Nashik, Maharashtra",177.92
1.0,14.03,800.0,"Mahatmanagar, Parijat Nagar, Nashik, Maharashtra",175.375
2.0,16.68,850.0,"Nashik, Maharashtra",196.23529411764707
3.0,32.83,1250.0,"Kishor Nagar, Murlipura, Jaipur, Rajasthan",262.64
2.0,27.54,1190.0,"Balawant Nagar, Anandvalli, Nashik, Maharashtra",231.42857142857142
1.0,7.86,600.0,"2nd Street & 3rd Avenue, Anandvalli, Nashik, Maharashtra, 422013",131.0
2.0,19.06,890.0,"Jagtap Nagar Road, Cidco, Nashik, Maharashtra, 422008",214.1573033707865
2.0,23.83,1150.0,"Gangapur, Nashik, Maharashtra",207.2173913043478
2.0,23.83,1150.0,"Gangapur, Nashik, Maharashtra",207.2173913043478
2.0,23.83,1150.0,"Shankar Nagar, Veer Savarkar Nagar, Nashik, Maharashtra",207.2173913043478
2.0,18.53,950.0,"Kamod Nagar, Indira Nagar, Nashik, Maharashtra",195.05263157894737
2.0,14.3,850.0,"Rajiv Nagar-Kishor Nagar, Indira Nagar, Nashik, Maharashtra",168.23529411764707
2.0,20.12,900.0,"Mumbai Naka, Dr Homi Bhabha Nagar, Nashik, Maharashtra, 422011",223.55555555555554
2.0,18.53,1200.0,Kalyani Apartment,154.41666666666666
3.0,47.16,2000.0,"Anand Vihar Colony, Veer Savarkar Nagar, Nashik, Maharashtra",235.79999999999998
3.0,18.53,1200.0,"Forest Colony, Parijat Nagar, Nashik, Maharashtra",154.41666666666666
3.0,18.53,1200.0,"Forest Colony, Parijat Nagar, Nashik, Maharashtra",154.41666666666666
2.0,20.12,900.0,"Astavinayak Colony, Veer Savarkar Nagar, Nashik, Maharashtra",223.55555555555554
1.0,9.53,590.0,"Abhiyanta Nagar Road, Cidco, Nashik, Maharashtra, 422008",161.52542372881356
1.0,14.83,678.0,"Anand Vihar Colony, Veer Savarkar Nagar, Nashik, Maharashtra",218.7315634218289
3.0,19.06,1400.0,"Gandhi Nagar Airport Area, Gandhi Nagar, Nashik, Maharashtra",136.14285714285714
1.0,12.71,700.0,"Chetana Nagar, Indira Nagar, Nashik, Maharashtra",181.57142857142858
1.0,11.12,700.0,"Panchavati, Nashik, Maharashtra",158.85714285714283
1.0,9.0,650.0,"Nashik Road, Nashik, Maharashtra",138.46153846153845
2.0,11.65,800.0,Datta Mandir,145.625
1.0,10.59,600.0,"Parijat Nagar, Nashik, Maharashtra",176.5
1.0,8.47,625.0,"Nashik Road, Nashik, Maharashtra",135.52
1.0,9.0,650.0,"Nashik Road, Nashik, Maharashtra",138.46153846153845
1.0,8.47,625.0,"Nashik Road, Nashik, Maharashtra",135.52
2.0,16.95,1000.0,"Nashik Road, Nashik, Maharashtra",169.5
2.0,16.95,850.0,"Kala Nagar, Indira Nagar, Nashik, Maharashtra",199.41176470588235
2.0,14.3,950.0,"Kala Nagar, Indira Nagar, Nashik, Maharashtra",150.52631578947367
2.0,18.53,1260.0,"Gurudatta Nagar, Dasak, Nashik, Maharashtra",147.06349206349208
1.0,10.06,563.0,"Kala Nagar, Indira Nagar, Nashik, Maharashtra",178.68561278863234
1.0,9.53,600.0,Kishor Nagar,158.83333333333334
2.0,22.24,1050.0,"Anand Vihar Colony, Veer Savarkar Nagar, Nashik, Maharashtra",211.8095238095238
1.0,11.12,700.0,"Panchavati, Nashik, Maharashtra",158.85714285714283
3.0,32.3,1500.0,"Mahatmanagar, Parijat Nagar, Nashik, Maharashtra",215.33333333333334
3.0,40.71,1559.0,"Astavinayak Colony, Veer Savarkar Nagar, Nashik, Maharashtra",261.12892880051317
3.0,42.2,1610.0,"Astavinayak Colony, Veer Savarkar Nagar, Nashik, Maharashtra",262.111801242236
1.0,11.65,710.0,"Vrindavan Nagar, Cidco, Nashik, Maharashtra",164.08450704225353
1.0,10.59,650.0,"Damodar Nagar, Pathardi Phata, Nashik, Maharashtra",162.92307692307693
1.0,15.09,942.0,"Mahatmanagar, Parijat Nagar, Nashik, Maharashtra",160.19108280254778
3.0,36.01,1410.0,Hari Shrushti,255.39007092198582
2.0,15.89,920.0,Kishor Nagar,172.7173913043478
1.0,10.07,650.0,"Panchavati, Nashik, Maharashtra",154.92307692307693
2.0,14.3,880.0,"Damodar Nagar, Pathardi Phata, Nashik, Maharashtra",162.5
1.0,10.59,650.0,"Balawant Nagar, Anandvalli, Nashik, Maharashtra",162.92307692307693
3.0,29.66,1290.0,"Govind Nagar, Nashik, Maharashtra",229.92248062015503
2.0,17.48,858.0,"Indira Nagar, Nashik, Maharashtra",203.72960372960372
2.0,15.89,702.0,"Ramwadi-Kaushalya Nagar, Panchavati, Nashik, Maharashtra",226.35327635327636
3.0,23.73,1180.0,Evaluxuria,201.10169491525423
1.0,10.07,650.0,"Panchavati, Nashik, Maharashtra",154.92307692307693
2.0,15.79,955.0,"Vrindavan Nagar, Cidco, Nashik, Maharashtra",165.34031413612564
2.0,12.71,855.0,Suryoday,148.65497076023394
2.0,16.95,900.0,"Kalpataru Nagar, Wadala, Nashik, Maharashtra",188.33333333333334
1.0,10.59,650.0,"Damodar Nagar, Pathardi Phata, Nashik, Maharashtra",162.92307692307693
2.0,14.3,880.0,"Damodar Nagar, Pathardi Phata, Nashik, Maharashtra",162.5
2.0,15.89,950.0,"Kalpataru Nagar, Wadala, Nashik, Maharashtra",167.26315789473685
2.0,30.71,1050.0,"College Road, Nashik, Maharashtra, 422005",292.4761904761905
1.0,10.06,682.0,"Pandav Nagari, Indira Nagar, Nashik, Maharashtra",147.5073313782991
3.0,18.8,1170.0,"Nashik Road, Nashik, Maharashtra",160.68376068376068
2.0,14.73,980.0,"Nashik Road, Nashik, Maharashtra",150.30612244897958
1.0,8.47,600.0,"Nashik Road, Nashik, Maharashtra",141.16666666666666
2.0,13.77,900.0,"Vrindavan Nagar, Cidco, Nashik, Maharashtra",153.0
1.0,7.41,600.0,"Nashik Road, Nashik, Maharashtra",123.5
2.0,20.12,925.0,"Samta Nagar, Satpur, Nashik, Maharashtra",217.51351351351352
1.0,8.05,585.0,"Palase, Nashik Sub-District, Nashik, Maharashtra",137.60683760683762
1.0,8.21,600.0,"Nashik Road, Vadner Dumala, Nashik, Maharashtra, 422401",136.83333333333337
2.0,16.42,950.0,"Rto Colony, Sarnath, Varanasi, Uttar Pradesh",172.84210526315792
2.0,12.45,870.0,"Nashik Road, Nashik, Maharashtra",143.10344827586206
2.0,15.1,934.0,"Vrindavan Nagar, Cidco, Nashik, Maharashtra",161.67023554603855
2.0,17.22,980.0,"Kalpataru Nagar, Wadala, Nashik, Maharashtra",175.71428571428572
1.0,11.12,600.0,"Dawkhar Wadi, Devlali, Nashik, Maharashtra",185.33333333333331
2.0,14.83,880.0,"Nashik Road, Nashik, Maharashtra",168.52272727272728
2.0,18.43,1250.0,"Nashik Road, Nashik, Maharashtra",147.44
2.0,13.24,850.0,"Pinto Colony, Dasak, Nashik, Maharashtra",155.76470588235293
2.0,13.24,800.0,"Swami Samarth Nagar, Mankar Mala, Nashik, Maharashtra",165.5
1.0,8.37,650.0,"Nashik Road, Nashik, Maharashtra",128.76923076923075
2.0,13.77,810.0,Sai Apartment,170.0
2.0,14.83,800.0,"Kalpataru Nagar, Wadala, Nashik, Maharashtra",185.375
