bhk,price,total_sqft,location,price_per_sqft
3.0,55.0,1511.0,"Shivaji Nagar, Satpur, Nashik, Maharashtra",363.9973527465255
2.0,99.0,906.0,"Nashik, Maharashtra",1092.7152317880796
6.0,45.0,1200.0,"Satpur, Nashik, Maharashtra",375.0
1.0,21.0,680.0,"Gandhi Nagar Airport Area, Gandhi Nagar, Nashik, Maharashtra",308.8235294117647
1.0,21.0,680.0,"Gandhi Nagar Airport Area, Gandhi Nagar, Nashik, Maharashtra",308.8235294117647
2.0,78.0,2100.0,"Upendra Nagar Road, Cidco, Nashik, Maharashtra, 422010",371.42857142857144
1.0,49.0,720.0,"Gangapur, Nashik, Maharashtra",680.5555555555555
2.0,70.0,3000.0,"Satpur Midc, Satpur, Nashik, Maharashtra",233.33333333333334
2.0,78.0,1500.0,"Upendra Nagar Road, Cidco, Nashik, Maharashtra, 422010",520.0
2.0,61.0,1411.0,"Nashik Road, Nashik, Maharashtra",432.31750531537915
2.0,45.0,1500.0,"Pokar Colony, Mhasrul, Nashik, Maharashtra",300.0
2.0,36.0,1000.0,"Upendra Nagar Road, Cidco, Nashik, Maharashtra, 422010",360.0
2.0,40.0,650.0,"Dnyaneshwar Nagar, Pathardi Phata, Nashik, Maharashtra",615.3846153846154
2.0,40.0,650.0,"Dnyaneshwar Nagar, Pathardi Phata, Nashik, Maharashtra",615.3846153846154
2.0,40.0,650.0,"Pathardi Road, Pathardi Phata, Nashik, Maharashtra, 422010",615.3846153846154
2.0,50.0,750.0,"Nashik Road, Nashik, Maharashtra",666.6666666666666
4.0,97.0,2400.0,"Panchavati, Nashik, Maharashtra",404.1666666666667
3.0,60.0,1350.0,"Panchavati, Nashik, Maharashtra",444.44444444444446
2.0,45.0,1250.0,"Ayodhya Nagar, Upnagar, Nashik, Maharashtra",360.0
3.0,60.0,1500.0,"Satpur, Nashik, Maharashtra",400.0
6.0,290.0,3800.0,"Prabhat Colony, Cidco, Nashik, Maharashtra",763.1578947368421
1.0,16.0,650.0,"Satpur, Nashik, Maharashtra",246.15384615384616
2.0,45.0,1250.0,"Satpur, Nashik, Maharashtra",360.0
2.0,32.0,845.0,"Ambad Village, Ambad, Nashik, Maharashtra",378.698224852071
2.0,50.0,800.0,"Satpur, Nashik, Maharashtra",625.0
10.0,50.0,1520.0,"Satpur, Nashik, Maharashtra",328.94736842105266
6.0,65.0,2000.0,"Shivaji Nagar, Satpur, Nashik, Maharashtra",325.0
2.0,25.0,850.0,"Satpur, Nashik, Maharashtra",294.11764705882354
2.0,31.0,830.0,"Uttam Nagar, Cidco, Nashik, Maharashtra",373.49397590361446
2.0,85.0,756.0,"Cidco Nashik, Cidco, Nashik, Maharashtra",1124.3386243386244
2.0,90.0,1600.0,"Nashik Road, Nashik, Maharashtra",562.5
1.0,29.0,592.0,"Ambedkar Nagar, Chunchale, Nashik, Maharashtra",489.86486486486484
2.0,45.0,1500.0,"Upendra Nagar Road, Cidco, Nashik, Maharashtra, 422010",300.0
2.0,45.0,1500.0,"Upendra Nagar Road, Cidco, Nashik, Maharashtra, 422010",300.0
1.0,12.5,525.0,"Wadala, Nashik, Maharashtra",238.0952380952381
2.0,35.0,1100.0,"Madsangavi, Nashik, Maharashtra",318.1818181818182
5.0,275.0,3000.0,"Gurudatta Nagar, Dasak, Nashik, Maharashtra",916.6666666666666
2.0,90.0,2500.0,"Nashik, Maharashtra",360.0
1.0,22.01,690.0,"Gandhi Nagar Airport Area, Gandhi Nagar, Nashik, Maharashtra",318.98550724637687
3.0,54.0,1380.0,"Jagtap Nagar Road, Cidco, Nashik, Maharashtra, 422008",391.30434782608694
6.0,225.0,5616.0,"Hirawadi, Panchavati, Nashik, Maharashtra",400.64102564102564
3.0,55.0,1312.0,"Panchavati, Nashik, Maharashtra",419.2073170731707
2.0,30.0,804.0,"Panchavati, Nashik, Maharashtra",373.13432835820896
2.0,40.0,1117.0,"Panchavati, Nashik, Maharashtra",358.10205908683974
2.0,47.0,1200.0,"Damodar Nagar, Pathardi Phata, Nashik, Maharashtra",391.6666666666667
1.0,21.0,600.0,"Vijaynagar, Deola, Nashik, Maharashtra",350.0
3.0,80.0,1300.0,"Hirawadi, Panchavati, Nashik, Maharashtra",615.3846153846154
7.0,350.0,3600.0,"Balram Nagar, Panchavati, Nashik, Maharashtra",972.2222222222222
3.0,110.0,2260.0,"Chandshi, Nashik Sub-District, Nashik, Maharashtra",486.72566371681415
2.0,90.0,1200.0,"College Road, Nashik, Maharashtra",750.0
2.0,35.0,1000.0,"Durga Nagar, Makhamalabad, Nashik, Maharashtra",350.0
2.0,58.0,1350.0,"Nashik Road, Nashik, Maharashtra",429.6296296296296
2.0,40.0,1200.0,Sanskruti Row House,333.3333333333333
2.0,40.0,1200.0,"Konark Nagar, Adgaon, Nashik, Maharashtra",333.3333333333333
4.0,65.0,1260.0,"Damodar Nagar, Pathardi Phata, Nashik, Maharashtra",515.8730158730159
3.0,95.0,2400.0,"Bhujbal Knowledge City, Adgaon, Nashik, Maharashtra",395.8333333333333
3.0,150.0,2553.0,"Pramod Nagar, Gangapur Road, Nashik, Maharashtra",587.5440658049354
2.0,45.0,960.0,"Chetana Nagar, Indira Nagar, Nashik, Maharashtra",468.75
4.0,150.0,2553.0,"Gangapur, Nashik, Maharashtra",587.5440658049354
3.0,75.0,1100.0,"Nashik Road, Nashik, Maharashtra",681.8181818181819
3.0,180.0,3000.0,"Ashoka Marg, Wadala, Nashik, Maharashtra, 422006",600.0
3.0,75.0,1100.0,"Nashik Road, Vadner Dumala, Nashik, Maharashtra, 422401",681.8181818181819
2.0,41.0,10000.0,"Jayhind Colony Road, Cidco, Nashik, Maharashtra, 422010",41.0
4.0,250.0,3500.0,"Kala Nagar, Indira Nagar, Nashik, Maharashtra",714.2857142857143
7.0,131.0,2700.0,"Anand Nagar, Upnagar, Nashik, Maharashtra",485.18518518518516
1.0,30.0,650.0,"Sinnar, Nashik, Maharashtra",461.53846153846155
2.0,41.0,1000.0,"Gajanan Nagar, Pathardi Phata, Nashik, Maharashtra",410.0
4.0,22.22,500.0,"Lekha Nagar, Cidco, Nashik, Maharashtra",444.4
1.0,26.0,900.0,"Pawan Nagar, Cidco, Nashik, Maharashtra",288.8888888888889
3.0,58.0,1578.0,"Vasantdada Nagar, Adgaon, Nashik, Maharashtra",367.553865652725
2.0,32.0,1154.0,"Chetana Nagar, Indira Nagar, Nashik, Maharashtra",277.2963604852686
3.0,92.0,1872.0,"Wadala, Nashik, Maharashtra",491.45299145299145
1.0,60.0,2000.0,"Nashik Road, Nashik, Maharashtra",300.0
2.0,42.0,1200.0,Sanskruti Row House,350.0
2.0,38.0,1137.0,"Bhujbal Knowledge City, Adgaon, Nashik, Maharashtra",334.2128408091469
2.0,39.0,1100.0,Sushil Row House,354.54545454545456
4.0,90.0,3300.0,"Hirawadi, Panchavati, Nashik, Maharashtra",272.72727272727275
4.0,130.0,2000.0,"Cidco Nashik, Cidco, Nashik, Maharashtra",650.0
2.0,70.0,1000.0,"Nashik Road, Nashik, Maharashtra",700.0
2.0,50.0,1045.0,"Panchak, Nashik, Maharashtra",478.4688995215311
2.0,48.81,1622.0,Gitai Park,300.92478421701605
2.0,60.0,1100.0,"Ayodhya Nagar, Upnagar, Nashik, Maharashtra",545.4545454545455
3.0,76.0,1660.0,"Nishant Garden, Adgaon, Nashik, Maharashtra",457.8313253012048
3.0,60.0,1066.0,"Anusaya Nagar, Dwarka, Nashik, Maharashtra",562.8517823639775
2.0,30.0,874.0,"Saykheda, Niphad, Nashik, Maharashtra",343.24942791762015
7.0,350.0,40000.0,"Balram Nagar, Panchavati, Nashik, Maharashtra",87.5
2.0,65.0,2100.0,"Panchavati, Nashik, Maharashtra",309.5238095238095
3.0,50.0,1000.0,"Matoshree Nagar, Tidke Colony, Nashik, Maharashtra",500.0
4.0,150.0,2500.0,"Nashik Road, Nashik, Maharashtra",600.0
5.0,200.0,5000.0,"Deolali Gaon, Devlali, Nashik, Maharashtra",400.0
2.0,39.0,1000.0,"Vrindavan Nagar, Cidco, Nashik, Maharashtra",390.0
3.0,81.0,1650.0,"Nashik Road, Nashik, Maharashtra",490.90909090909093
5.0,140.0,2400.0,"Nashik Road, Nashik, Maharashtra",583.3333333333334
2.0,30.0,875.0,"Ojhar, Niphd, Nashik, Maharashtr",342.85714285714283
1.0,30.0,925.0,"Sinnar, Nashik, Maharashtra",324.3243243243243
2.0,75.0,1700.0,"Chetana Nagar, Indira Nagar, Nashik, Maharashtra",441.1764705882353
2.0,25.0,865.0,Kishor Nagar,289.01734104046244
1.0,27.0,150.0,"Cidco Nashik, Cidco, Nashik, Maharashtra",1800.0
1.0,28.0,150.0,"Modkeshwar Nagar, Cidco, Nashik, Maharashtra",1866.6666666666667
3.0,125.0,1500.0,"Rane Nagar, Indira Nagar, Nashik, Maharashtra",833.3333333333334
2.0,125.0,1500.0,"Rane Nagar, Indira Nagar, Nashik, Maharashtra",833.3333333333334
2.0,27.0,500.0,"Savata Nagar, Cidco, Nashik, Maharashtra",540.0
3.0,80.0,1185.0,"Saptashrungi Nagar, Nashik, Maharashtra",675.1054852320675
2.0,31.5,1120.0,"Panchavati, Nashik, Maharashtra",281.25
1.0,33.0,450.0,"Cidco Nashik, Cidco, Nashik, Maharashtra",733.3333333333334
2.0,33.0,450.0,"Cidco Nashik, Cidco, Nashik, Maharashtra",733.3333333333334
1.0,28.0,600.0,"Ashok Nagar, Satpur, Nashik, Maharashtra",466.6666666666667
3.0,45.0,1500.0,"Shanti Nagar Chowk, Indira Nagar, Nashik, Maharashtra, 422009",300.0
5.0,120.0,3000.0,"Gurudatta Nagar, Dasak, Nashik, Maharashtra",400.0
5.0,120.0,3000.0,"Gurudatta Nagar, Dasak, Nashik, Maharashtra",400.0
5.0,120.0,3000.0,"Gurudatta Nagar, Dasak, Nashik, Maharashtra",400.0
3.0,45.0,1065.0,"Gandhi Nagar Airport Area, Gandhi Nagar, Nashik, Maharashtra",422.53521126760563
2.0,35.0,1250.0,"Vijaynagar, Deola, Nashik, Maharashtra",280.0
2.0,30.0,800.0,"Ambad Village, Ambad, Nashik, Maharashtra",375.0
1.0,36.0,1000.0,"Ashok Nagar, Satpur, Nashik, Maharashtra",360.0
2.0,35.0,950.0,"Vijaynagar, Deola, Nashik, Maharashtra",368.42105263157896
2.0,35.0,950.0,"Vijaynagar, Deola, Nashik, Maharashtra",368.42105263157896
3.0,72.0,2250.0,"Upendra Nagar Road, Cidco, Nashik, Maharashtra, 422010",320.0
6.0,135.0,3000.0,"Nashik Road, Nashik, Maharashtra",450.0
2.0,80.0,1065.0,"Manik Nagar, Gangapur Road, Nashik, Maharashtra",751.1737089201878
2.0,40.0,865.0,Kishor Nagar,462.42774566473986
2.0,42.0,1450.0,"Panchavati, Nashik, Maharashtra",289.6551724137931
3.0,50.0,600.0,"Panchavati, Nashik, Maharashtra",833.3333333333334
1.0,29.0,650.0,"Shramik Nagar-Jaswant Nagari, Satpur, Nashik, Maharashtra",446.15384615384613
2.0,45.0,1450.0,Gurudarshan Row House,310.3448275862069
2.0,45.0,1450.0,"Hirawadi, Panchavati, Nashik, Maharashtra",310.3448275862069
4.0,90.0,1992.0,"Balram Nagar, Panchavati, Nashik, Maharashtra",451.8072289156627
4.0,90.0,1992.0,"Balram Nagar, Panchavati, Nashik, Maharashtra",451.8072289156627
4.0,90.0,1992.0,"Balram Nagar, Panchavati, Nashik, Maharashtra",451.8072289156627
4.0,45.0,1100.0,"Bhujbal Knowledge City, Adgaon, Nashik, Maharashtra",409.09090909090907
4.0,30.0,1300.0,"Shanti Nagar Chowk, Indira Nagar, Nashik, Maharashtra, 422009",230.76923076923077
2.0,30.0,960.0,"Nashik, Maharashtra",312.5
3.0,43.0,1505.0,"Panchavati, Nashik, Maharashtra",285.7142857142857
2.0,30.0,1000.0,"Midc Ambad Nashik, Ambad, Nashik, Maharashtra",300.0
3.0,95.0,2250.0,"Ashoka Marg, Wadala, Nashik, Maharashtra, 422006",422.22222222222223
2.0,79.0,1200.0,"Gajanan Nagar, Pathardi Phata, Nashik, Maharashtra",658.3333333333334
3.0,35.0,1200.0,"Matoshree Nagar, Tidke Colony, Nashik, Maharashtra",291.6666666666667
3.0,40.0,1000.0,"M H B Colony, Satpur, Nashik, Maharashtra",400.0
3.0,85.0,1650.0,"Gandhi Nagar Airport Area, Gandhi Nagar, Nashik, Maharashtra",515.1515151515151
2.0,42.0,1100.0,"Dnyaneshwar Nagar, Pathardi Phata, Nashik, Maharashtra",381.8181818181818
2.0,27.0,1250.0,"Pimplagaon Baswant, Niphad, Nashik, Maharashtra",216.0
3.0,100.0,2500.0,"Pipe Line Road, Satpur, Nashik, Maharashtra, 422007",400.0
3.0,57.0,1300.0,"Parijat Nagar, Nashik, Maharashtra",438.46153846153845
1.0,29.0,775.0,"Damodar Nagar, Pathardi Phata, Nashik, Maharashtra",374.19354838709677
2.0,22.0,500.0,"Nashik Road, Nashik, Maharashtra",440.0
2.0,55.0,1300.0,"Makhmalabad, Makhamalabad, Nashik, Maharashtra",423.0769230769231
1.0,25.0,710.0,"Damodar Nagar, Pathardi Phata, Nashik, Maharashtra",352.11267605633805
3.0,48.0,1356.0,"Kokanipura, Old Nashik, Nashik, Maharashtra",353.98230088495575
3.0,65.0,1450.0,"Ojhar, Niphd, Nashik, Maharashtr",448.2758620689655
3.0,65.0,1500.0,"Vrindavan Nagar, Cidco, Nashik, Maharashtra",433.3333333333333
2.0,70.0,1100.0,"Panchavati, Nashik, Maharashtra",636.3636363636364
1.0,28.0,700.0,"Prashant Nagar, Pathardi Phata, Nashik, Maharashtra",400.0
3.0,37.0,1125.0,"Panchavati, Nashik, Maharashtra",328.8888888888889
2.0,27.0,900.0,"Panchavati, Nashik, Maharashtra",300.0
2.0,59.0,1610.0,"Nashik Road, Nashik, Maharashtra",366.45962732919253
4.0,75.0,2000.0,"Ojhar, Niphd, Nashik, Maharashtr",375.0
2.0,50.0,1000.0,"Jagtap Nagar Road, Cidco, Nashik, Maharashtra, 422008",500.0
2.0,50.0,521.0,"Uttam Nagar, Cidco, Nashik, Maharashtra",959.6928982725528
3.0,50.0,1400.0,"Lasalgaon, Niphad, Nashik, Maharashtra",357.14285714285717
3.0,72.0,1800.0,"Dnyaneshwar Nagar, Pathardi Phata, Nashik, Maharashtra",400.0
2.0,38.0,1000.0,"Vijaynagar, Deola, Nashik, Maharashtra",380.0
2.0,40.0,1200.0,"Nashik Road, Nashik, Maharashtra",333.3333333333333
5.0,38.0,1200.0,"Satpur Midc, Satpur, Nashik, Maharashtra",316.6666666666667
2.0,55.0,1800.0,"Nashik Road, Nashik, Maharashtra",305.55555555555554
2.0,42.0,627.0,"Panchavati, Nashik, Maharashtra",669.8564593301436
1.0,30.0,550.0,"Pandav Nagari, Indira Nagar, Nashik, Maharashtra",545.4545454545455
2.0,32.5,1050.0,"Dnyaneshwar Nagar, Pathardi Phata, Nashik, Maharashtra",309.5238095238095
3.0,25.0,2400.0,"Dugaon, Nashik Sub-District, Nashik, Maharashtra",104.16666666666667
8.0,90.0,4000.0,"Matoshree Nagar, Tidke Colony, Nashik, Maharashtra",225.0
2.0,30.0,650.0,"Cidco Nashik, Cidco, Nashik, Maharashtra",461.53846153846155
2.0,38.0,900.0,"Dnyaneshwar Nagar, Pathardi Phata, Nashik, Maharashtra",422.22222222222223
1.0,29.0,880.0,"Pathardi Gaon, Pathardi Phata, Nashik, Maharashtra",329.54545454545456
2.0,50.0,1000.0,"Cidco Nashik, Cidco, Nashik, Maharashtra",500.0
2.0,58.0,997.0,"Nashik Road, Nashik, Maharashtra",581.7452357071213
3.0,93.0,1200.0,"Makhmalabad, Makhamalabad, Nashik, Maharashtra",775.0
3.0,45.0,900.0,"Cidco Nashik, Cidco, Nashik, Maharashtra",500.0
4.0,185.0,2500.0,"Nashik Road, Nashik, Maharashtra",740.0
2.0,22.0,1164.0,"Indraprasta Colony, Upnagar, Nashik, Maharashtra",189.00343642611685
4.0,110.0,2500.0,"Gandhi Nagar Airport Area, Gandhi Nagar, Nashik, Maharashtra",440.0
1.0,100.0,2000.0,"Bank of India Colony, Wadala, Nashik, Maharashtra",500.0
3.0,90.0,1750.0,"Nashik Road, Nashik, Maharashtra",514.2857142857143
4.0,70.0,1500.0,"Kala Nagar, Indira Nagar, Nashik, Maharashtra",466.6666666666667
4.0,200.0,4000.0,"Deolali Gaon, Devlali, Nashik, Maharashtra",500.0
2.0,48.0,1150.0,"Panchavati, Nashik, Maharashtra",417.39130434782606
2.0,222.0,1880.0,"Vijaynagar, Deola, Nashik, Maharashtra",1180.8510638297873
1.0,17.5,550.0,"Vasantdada Nagar, Adgaon, Nashik, Maharashtra",318.1818181818182
4.0,350.0,1800.0,"Nashik Road, Vadner Dumala, Nashik, Maharashtra, 422401",1944.4444444444443
3.0,70.0,3000.0,"Ashok Nagar, Satpur, Nashik, Maharashtra",233.33333333333334
1.0,30.0,550.0,"Damodar Nagar, Pathardi Phata, Nashik, Maharashtra",545.4545454545455
5.0,140.0,3000.0,"Satpur, Nashik, Maharashtra",466.6666666666667
2.0,26.0,824.0,"Damodar Nagar, Pathardi Phata, Nashik, Maharashtra",315.5339805825243
5.0,125.0,2500.0,"Satpur, Nashik, Maharashtra",500.0
3.0,120.0,2850.0,"Jagtap Nagar Road, Cidco, Nashik, Maharashtra, 422008",421.05263157894734
3.0,70.0,1950.0,"Dindori, Niphad, Nashik, Maharashtra",358.97435897435895
3.0,80.0,1950.0,"Mhasrul Gaon, Mhasrul, Nashik, Maharashtra",410.2564102564103
1.0,38.0,1100.0,"Damodar Nagar, Pathardi Phata, Nashik, Maharashtra",345.45454545454544
6.0,300.0,4000.0,"Balram Nagar, Panchavati, Nashik, Maharashtra",750.0
7.0,350.0,4000.0,"Balram Nagar, Panchavati, Nashik, Maharashtra",875.0
6.0,350.0,4000.0,"Balram Nagar, Panchavati, Nashik, Maharashtra",875.0
10.0,350.0,3600.0,"Amrutdham, Panchavati, Nashik, Maharashtra",972.2222222222222
5.0,200.0,5000.0,"Sinnar, Nashik, Maharashtra",400.0
2.0,85.0,1850.0,Siddhivinayak Colony,459.4594594594595
1.0,30.0,420.0,"Shree Ram Colony, Panchavati, Nashik, Maharashtra",714.2857142857143
3.0,65.0,1500.0,"Dnyaneshwar Nagar, Pathardi Phata, Nashik, Maharashtra",433.3333333333333
2.0,125.0,1585.0,"Shreerang Nagar, Gangapur Road, Nashik, Maharashtra",788.6435331230284
3.0,60.0,1500.0,"Pathardi Gaon, Pathardi Phata, Nashik, Maharashtra",400.0
2.0,33.0,910.0,"Indira Nagar, Nashik, Maharashtra",362.6373626373626
2.0,40.0,1000.0,"Damodar Nagar, Pathardi Phata, Nashik, Maharashtra",400.0
3.0,50.0,1400.0,"Damodar Nagar, Pathardi Phata, Nashik, Maharashtra",357.14285714285717
2.0,35.0,950.0,"Dr Homi Bhabha Nagar, Nashik, Maharashtra",368.42105263157896
2.0,36.0,1200.0,"Hanuman Nagar, Dasak, Nashik, Maharashtra",300.0
3.0,80.0,1000.0,"Matoshree Nagar, Tidke Colony, Nashik, Maharashtra",800.0
2.0,30.0,755.0,"Satpur Midc, Satpur, Nashik, Maharashtra",397.35099337748346
2.0,32.0,1000.0,"Lekha Nagar, Cidco, Nashik, Maharashtra",320.0
2.0,37.0,1200.0,"Panchavati, Nashik, Maharashtra",308.3333333333333
3.0,30.0,1200.0,"Cidco Nashik, Cidco, Nashik, Maharashtra",250.0
4.0,111.0,2074.0,"Dwarka, Nashik, Maharashtra",535.1976856316297
2.0,18.2,850.0,"Ganesh Baba Nagar, Wadala, Nashik, Maharashtra",214.11764705882354
3.0,45.0,1500.0,"Deolali Gaon, Devlali, Nashik, Maharashtra",300.0
3.0,71.0,1500.0,"Nishant Garden, Adgaon, Nashik, Maharashtra",473.3333333333333
2.0,46.0,1400.0,"Damodar Nagar, Pathardi Phata, Nashik, Maharashtra",328.57142857142856
1.0,18.5,750.0,"Sinhasta Nagar Road, Cidco, Nashik, Maharashtra, 422009",246.66666666666666
3.0,50.0,1200.0,"Omkar Nagar, Makhamalabad, Nashik, Maharashtra",416.6666666666667
3.0,71.0,1500.0,"Nishant Garden, Adgaon, Nashik, Maharashtra",473.3333333333333
4.0,25.0,1200.0,"Cidco Nashik, Cidco, Nashik, Maharashtra",208.33333333333334
1.0,18.5,650.0,"Ambad Village, Ambad, Nashik, Maharashtra",284.61538461538464
2.0,20.0,780.0,"Ambad Village, Ambad, Nashik, Maharashtra",256.4102564102564
1.0,31.0,608.0,"Prashant Nagar, Pathardi Phata, Nashik, Maharashtra",509.86842105263156
3.0,250.0,2800.0,"Deolali Gaon, Devlali, Nashik, Maharashtra",892.8571428571429
2.0,260.0,2065.0,"College Road, Nashik, Maharashtra",1259.0799031476997
2.0,30.0,1000.0,"Damodar Nagar, Pathardi Phata, Nashik, Maharashtra",300.0
1.0,40.0,700.0,"Ashok Nagar, Satpur, Nashik, Maharashtra",571.4285714285714
4.0,700.0,4000.0,"Matoshree Nagar, Tidke Colony, Nashik, Maharashtra",1750.0
2.0,30.0,800.0,"Tarwala Nagar Road, Panchavati, Nashik, Maharashtra, 422004",375.0
2.0,32.0,1000.0,"Cidco Nashik, Cidco, Nashik, Maharashtra",320.0
2.0,47.0,1593.0,"Damodar Nagar, Pathardi Phata, Nashik, Maharashtra",295.04080351537976
2.0,38.0,900.0,"Panchavati, Nashik, Maharashtra",422.22222222222223
3.0,55.0,1250.0,"Pandav Nagari, Indira Nagar, Nashik, Maharashtra",440.0
2.0,110.0,1250.0,"Kalpataru Nagar, Wadala, Nashik, Maharashtra",880.0
6.0,120.0,3300.0,"Cidco Nashik, Cidco, Nashik, Maharashtra",363.6363636363636
3.0,47.0,1400.0,"Pinto Colony, Dasak, Nashik, Maharashtra",335.7142857142857
2.0,20.0,600.0,"Nashik Road, Nashik, Maharashtra",333.3333333333333
2.0,260.0,2065.0,"College Road, Nashik, Maharashtra",1259.0799031476997
2.0,50.0,975.0,"Adhav Nagar, Dasak, Nashik, Maharashtra",512.8205128205128
3.0,54.0,1400.0,"Nashik Road, Nashik, Maharashtra",385.7142857142857
2.0,54.0,1600.0,"Makhmalabad, Makhamalabad, Nashik, Maharashtra",337.5
2.0,39.0,1200.0,"Damodar Nagar, Pathardi Phata, Nashik, Maharashtra",325.0
2.0,42.0,1200.0,"Nashik Road, Vadner Dumala, Nashik, Maharashtra, 422401",350.0
1.0,20.0,350.0,"Uttam Nagar, Cidco, Nashik, Maharashtra",571.4285714285714
2.0,48.0,1100.0,"Shalimar, Old Nashik, Nashik, Maharashtra",436.3636363636364
2.0,50.0,1000.0,"Jagtap Nagar Road, Cidco, Nashik, Maharashtra, 422008",500.0
2.0,32.0,900.0,"Pinto Colony, Dasak, Nashik, Maharashtra",355.55555555555554
3.0,38.0,1500.0,"Vasantdada Nagar, Adgaon, Nashik, Maharashtra",253.33333333333334
1.0,25.0,1000.0,"Satpur, Nashik, Maharashtra",250.0
2.0,40.0,1250.0,"Ambedkar Nagar, Chunchale, Nashik, Maharashtra",320.0
3.0,120.0,4000.0,"Deolali Gaon, Devlali, Nashik, Maharashtra",300.0
5.0,300.0,4900.0,"Nashik Road, Nashik, Maharashtra",612.2448979591836
2.0,35.0,1128.0,"Vasantdada Nagar, Adgaon, Nashik, Maharashtra",310.2836879432624
2.0,68.0,1000.0,"Mhasrul Gaon-Vaiduwadi, Mhasrul, Nashik, Maharashtra",680.0
1.0,36.0,1300.0,"Damodar Nagar, Pathardi Phata, Nashik, Maharashtra",276.9230769230769
2.0,45.0,1100.0,Datta Mandir,409.09090909090907
3.0,23.5,850.0,"M H B Colony, Satpur, Nashik, Maharashtra",276.47058823529414
2.0,45.0,1100.0,"Nashik Road, Nashik, Maharashtra",409.09090909090907
3.0,57.0,1600.0,"Professors Colony Road, Panchavati, Nashik, Maharashtra, 422003",356.25
1.0,36.0,1100.0,"Pathardi Gaon, Pathardi Phata, Nashik, Maharashtra",327.27272727272725
2.0,30.0,905.0,"Vrindavan Nagar, Cidco, Nashik, Maharashtra",331.49171270718233
2.0,24.0,1000.0,"Panchak, Nashik, Maharashtra",240.0
4.0,120.0,1200.0,"Nashik Road, Nashik, Maharashtra",1000.0
2.0,28.0,690.0,"Makhmalabad, Makhamalabad, Nashik, Maharashtra",405.7971014492754
2.0,95.0,1610.0,"L B Nagar Road, Lingoji Guda, Hyderabad, Rangareddy, Telangana, 500059",590.0621118012423
2.0,28.0,515.0,"M H B Colony, Satpur, Nashik, Maharashtra",543.6893203883495
3.0,65.0,900.0,"Wasan Nagar, Pathardi Phata, Nashik, Maharashtra",722.2222222222222
2.0,30.0,750.0,"Pokar Colony, Mhasrul, Nashik, Maharashtra",400.0
4.0,95.0,1500.0,"Panchavati, Nashik, Maharashtra",633.3333333333334
2.0,36.0,1100.0,"Vrindavan Nagar, Cidco, Nashik, Maharashtra",327.27272727272725
4.0,95.0,1500.0,"Hirawadi, Panchavati, Nashik, Maharashtra",633.3333333333334
4.0,55.0,1500.0,"Nashik Road, Nashik, Maharashtra",366.6666666666667
2.0,70.0,1800.0,"Ashwamegh Nagar, Makhamalabad, Nashik, Maharashtra",388.8888888888889
2.0,34.45,1220.0,"Tarwala Nagar Road, Panchavati, Nashik, Maharashtra, 422004",282.37704918032784
2.0,70.0,1100.0,"Vrindavan Nagar, Cidco, Nashik, Maharashtra",636.3636363636364
1.0,22.0,500.0,"Uttam Nagar, Cidco, Nashik, Maharashtra",440.0
1.0,13.5,965.0,"Niphad, Nashik, Maharashtra",139.89637305699483
1.0,13.5,1095.0,"Niphad, Nashik, Maharashtra",123.28767123287672
3.0,63.0,1250.0,"Nashik Road, Nashik, Maharashtra",504.0
3.0,45.0,1255.0,"Anand Nagar, Upnagar, Nashik, Maharashtra",358.56573705179284
3.0,75.0,1752.0,"Gangapur Road, Gangapur, Nashik, Maharashtra, 422013",428.0821917808219
3.0,40.0,1450.0,"Makhmalabad, Makhamalabad, Nashik, Maharashtra",275.86206896551727
5.0,255.0,4200.0,"Gulmohar Vihar, Satpur, Nashik, Maharashtra",607.1428571428571
2.0,70.0,1150.0,"Vrindavan Nagar, Cidco, Nashik, Maharashtra",608.695652173913
1.0,140.0,321.0,"Om Nagar, Dasak, Nashik, Maharashtra",4361.370716510904
4.0,40.0,1160.0,"Pathardi Gaon, Pathardi Phata, Nashik, Maharashtra",344.82758620689657
2.0,32.0,800.0,"Ashwin Nagar, Cidco, Nashik, Maharashtra",400.0
2.0,51.0,1490.0,Kishor Nagar,342.28187919463085
2.0,51.0,1485.0,Kishor Nagar,343.4343434343434
3.0,48.0,1650.0,"Damodar Nagar, Pathardi Phata, Nashik, Maharashtra",290.90909090909093
2.0,51.0,1500.0,Kishor Nagar,340.0
3.0,92.0,1872.0,"Wadala, Nashik, Maharashtra",491.45299145299145
2.0,33.0,1100.0,"Nashik Road, Nashik, Maharashtra",300.0
4.0,90.0,3200.0,"Nashik Road, Nashik, Maharashtra",281.25
2.0,51.0,1490.0,Kishor Nagar,342.28187919463085
2.0,53.0,1500.0,"Damodar Nagar, Pathardi Phata, Nashik, Maharashtra",353.3333333333333
4.0,105.0,2100.0,"Astavinayak Colony, Veer Savarkar Nagar, Nashik, Maharashtra",500.0
2.0,35.0,1150.0,"Nashik Road, Nashik, Maharashtra",304.3478260869565
2.0,40.0,836.0,"Nashik Road, Nashik, Maharashtra",478.4688995215311
4.0,70.0,1500.0,"Cidco Nashik, Cidco, Nashik, Maharashtra",466.6666666666667
4.0,70.0,1505.0,"Cidco Nashik, Cidco, Nashik, Maharashtra",465.1162790697674
2.0,36.0,1100.0,"Nashik, Maharashtra",327.27272727272725
